,StockCode,Total_Sales,Total_Quantity_Purchase,Frequency,Mean_diff_purchase,Description
324,21040,29.699999999999996,22,8,46.375,MODERN VINTAGE COTTON SHOPPING BAG
325,21041,3909.6299999999937,921,263,2.4379084967320264,RED RETROSPOT OVEN GLOVE DOUBLE
326,21042,2205.47,335,135,3.6831683168316833,RED RETROSPOT APRON 
327,21043,1143.76,494,91,6.067796610169491,APRON MODERN VINTAGE COTTON
328,21051,377.2000000000001,192,51,9.275,RIBBONS PURSE 
329,21054,634.53,70,29,13.74074074074074,NURSE'S BAG SOFT TOY
330,21055,1782.5400000000027,180,107,4.782051282051282,TOOL BOX SOFT TOY 
331,21056,1765.4000000000017,184,72,5.828125,DOCTOR'S BAG SOFT TOY
332,21058,968.2100000000015,1157,127,3.795918367346939,PARTY INVITES WOODLAND
333,21059,528.2299999999997,611,94,4.481927710843373,PARTY INVITES DINOSAURS
334,21060,359.28999999999996,405,71,5.904761904761905,PARTY INVITES BALLOON GIRL
335,21061,451.6999999999999,488,83,5.04054054054054,PARTY INVITES FOOTBALL
336,21062,458.22999999999985,539,75,5.651515151515151,PARTY INVITES SPACEMAN
337,21063,458.30999999999983,528,102,4.493975903614458,PARTY INVITES JAZZ HEARTS
338,21064,1301.5500000000004,301,107,5.470588235294118,BOOM BOX SPEAKER BOYS
339,21065,1172.4800000000014,564,94,5.485294117647059,BOOM BOX SPEAKER GIRLS
340,21066,694.72,703,55,7.42,VINTAGE RED MUG
341,21067,506.6499999999998,319,79,6.216666666666667,VINTAGE RED TEATIME MUG
342,21068,1890.3300000000017,1638,199,2.8257575757575757,VINTAGE BILLBOARD LOVE/HATE MUG
343,21069,2251.7700000000004,1950,87,5.328571428571428,VINTAGE BILLBOARD TEA MUG
344,21070,1186.2300000000002,1107,109,4.440476190476191,VINTAGE BILLBOARD MUG 
345,21071,1385.2800000000009,995,180,3.134453781512605,VINTAGE BILLBOARD DRINK ME MUG
346,21078,2540.3900000000035,2780,318,2.2349397590361444,SET/20 STRAWBERRY PAPER NAPKINS 
347,21080,11319.36000000004,13210,1012,1.2773972602739727,SET/20 RED RETROSPOT PAPER NAPKINS 
348,21082,143.43999999999997,88,25,13.16,SET/20 FRUIT SALAD PAPER NAPKINS 
349,21084,773.1399999999993,2610,184,2.9217391304347826,SET/6 COLLAGE PAPER CUPS
350,21086,4861.90000000002,7137,439,1.6954545454545455,SET/6 RED SPOTTY PAPER CUPS
351,21087,74.57,141,16,19.6,SET/6 POSIES PAPER CUPS
352,21088,428.28,1678,103,4.421052631578948,SET/6 FRUIT SALAD PAPER CUPS
353,21089,48.99000000000001,233,25,16.727272727272727,SET/6 GREEN SPRING PAPER CUPS
354,21090,1278.230000000001,2421,220,2.6934306569343067,SET/6 COLLAGE PAPER PLATES
355,21094,6933.259999999981,8758,532,1.5349794238683128,SET/6 RED SPOTTY PAPER PLATES
356,21095,118.73,125,14,28.53846153846154,SET/6 POSIES PAPER PLATES
357,21096,581.0899999999993,1259,105,4.602739726027397,SET/6 FRUIT SALAD  PAPER PLATES
358,21098,5093.760000000004,3731,269,3.656862745098039,CHRISTMAS TOILET ROLL
359,21100,162.20999999999998,65,27,18.55,CHARLIE AND LOLA CHARLOTTE BAG
360,21106,702.5100000000002,237,54,7.770833333333333,CREAM SLICE FLANNEL CHOCOLATE SPOT 
361,21107,2501.5600000000004,904,101,4.8441558441558445,CREAM SLICE FLANNEL PINK SPOT 
362,21108,18069.28000000003,10253,267,2.7226277372262775,FAIRY CAKE FLANNEL ASSORTED COLOUR
363,21109,2765.15,937,117,5.567164179104478,LARGE CAKE TOWEL CHOCOLATE SPOTS
364,21110,3822.4500000000003,1106,136,4.548780487804878,LARGE CAKE TOWEL PINK SPOTS
365,21111,1652.27,901,96,5.567164179104478,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS"
366,21112,2885.1299999999997,1359,82,6.081967213114754,"SWISS ROLL TOWEL, PINK  SPOTS"
367,21114,1809.33,1366,143,3.3214285714285716,LAVENDER SCENTED FABRIC HEART
368,21115,3174.8399999999992,566,166,3.2719298245614037,ROSE CARAVAN DOORSTOP
369,21116,4051.789999999989,695,252,2.33125,OWL DOORSTOP
370,21117,149.25,115,17,23.571428571428573,BLOND DOLL DOORSTOP
371,21120,16.98,1,1,365.0,*Boombox Ipod Classic
372,21121,8033.85,6634,388,1.7031963470319635,SET/10 RED POLKADOT PARTY CANDLES
373,21122,6496.040000000001,5331,355,1.8019323671497585,SET/10 PINK POLKADOT PARTY CANDLES
374,21123,1383.3399999999997,1145,159,3.390909090909091,SET/10 IVORY POLKADOT PARTY CANDLES
375,21124,4868.050000000001,4015,246,2.1560693641618496,SET/10 BLUE POLKADOT PARTY CANDLES
376,21125,834.73,660,107,4.287356321839081,SET 6 FOOTBALL CELEBRATION CANDLES
377,21126,750.2,593,128,3.7676767676767677,SET OF 6 GIRLS CELEBRATION CANDLES
378,21128,546.5999999999998,68,36,10.657142857142857,GOLD FISHING GNOME
379,21129,419.51999999999987,52,27,13.038461538461538,SILVER FISHING GNOME 
380,21131,398.02000000000004,106,28,13.481481481481481,GOLD STANDING GNOME
381,21132,217.35999999999999,44,22,16.59090909090909,SILVER STANDING GNOME   
382,21135,3207.689999999999,2870,183,2.762962962962963,VICTORIAN  METAL POSTCARD SPRING
383,21136,7830.320000000044,4709,380,1.776190476190476,PAINTED METAL PEARS ASSORTED
384,21137,40652.13000000003,11656,379,2.0494505494505493,BLACK RECORD COVER FRAME
385,21143,709.18,328,39,15.541666666666666,ANTIQUE GLASS HEART DECORATION 
386,21144,16.8,5,2,182.5,PINK POODLE HANGING DECORATION 
387,21145,152.5,122,8,45.125,ANTIQUE GLASS PLACE SETTING
388,21147,415.76999999999975,203,77,6.660714285714286,JINGLE BELLS TREE DECORATION
389,21154,6321.76,4035,459,1.6577777777777778,RED RETROSPOT OVEN GLOVE 
390,21155,9301.40000000001,3157,493,1.5245901639344261,RED RETROSPOT PEG BAG
391,21156,6093.050000000004,3171,361,1.8934010152284264,RETROSPOT CHILDRENS APRON
392,21157,227.59999999999988,79,35,13.777777777777779,RED RETROSPOT WASHBAG
393,21158,783.8199999999983,1474,179,3.134453781512605,MOODY GIRL DOOR HANGER 
394,21159,602.1799999999992,1127,125,3.6470588235294117,MOODY BOY  DOOR HANGER 
395,21160,3.36,1,1,360.0,KEEP OUT GIRLS DOOR HANGER 
396,21161,231.36999999999995,144,46,10.628571428571428,KEEP OUT BOYS DOOR HANGER 
397,21162,794.1499999999987,1465,165,3.607843137254902,TOXIC AREA  DOOR HANGER 
398,21163,684.6199999999992,1201,136,4.043478260869565,DO NOT TOUCH MY STUFF DOOR HANGER 
399,21164,5161.879999999985,1768,286,2.0494505494505493,HOME SWEET HOME METAL SIGN 
400,21165,6939.080000000009,4156,457,1.6726457399103138,BEWARE OF THE CAT METAL SIGN 
401,21166,20957.639999999876,10364,734,1.5738396624472575,COOK WITH WINE METAL SIGN 
402,21167,337.13999999999993,1432,67,6.709090909090909,WHITE SAGE INCENSE
403,21169,7320.360000000001,4424,464,1.7268518518518519,YOU'RE CONFUSING ME METAL SIGN 
404,21171,613.1399999999999,438,73,6.456140350877193,BATHROOM METAL SIGN 
405,21172,5345.879999999998,3490,479,1.8058252427184467,PARTY METAL SIGN 
406,21174,9413.819999999992,4179,547,1.5101214574898785,POTTERING IN THE SHED METAL SIGN
407,21175,27074.069999999763,12225,818,1.341726618705036,GIN + TONIC DIET METAL SIGN
408,21179,1315.429999999998,1942,274,2.891472868217054,NO JUNK MAIL METAL SIGN
409,21181,25290.58000000009,12305,865,1.8106796116504855,PLEASE ONE PERSON METAL SIGN
410,21186,6.72,2,1,360.0,WHITE DOVE HONEYCOMB PAPER GARLAND
411,21187,651.75,371,50,10.25,WHITE BELL HONEYCOMB PAPER GARLAND 
412,21188,1021.8999999999999,326,51,8.28888888888889,3D HEARTS  HONEYCOMB PAPER GARLAND
413,21189,888.6700000000001,355,73,6.907407407407407,WHITE HONEYCOMB PAPER GARLAND 
414,21190,245.20000000000002,168,7,62.166666666666664,PINK HEARTS PAPER GARLAND
415,21191,1451.8200000000013,562,95,5.328571428571428,LARGE WHITE HONEYCOMB PAPER BELL  
416,21192,1924.9399999999996,1093,92,5.567164179104478,WHITE BELL HONEYCOMB PAPER 
417,21194,558.0699999999997,499,67,6.333333333333333,PINK  HONEYCOMB PAPER FAN
418,21195,1308.5600000000004,693,81,6.660714285714286,PINK  HONEYCOMB PAPER BALL 
419,21196,189.68,108,14,29.916666666666668,ROUND WHITE CONFETTI IN TUBE
420,21197,382.96000000000004,284,27,14.92,MULTICOLOUR  CONFETTI IN TUBE
421,21198,1008.4699999999993,1029,72,5.446153846153846,WHITE HEART CONFETTI IN TUBE
422,21199,888.3299999999998,966,79,5.553846153846154,PINK  HEART CONFETTI IN TUBE
423,21200,1531.1399999999996,1119,75,6.081967213114754,MULTICOLOUR HONEYCOMB PAPER GARLAND
424,21201,2987.8199999999993,1240,104,4.168539325842697,TROPICAL  HONEYCOMB PAPER GARLAND 
425,21202,487.10999999999996,475,26,14.76,DOLLY HONEYCOMB GARLAND
426,21204,868.4399999999991,499,85,4.972972972972973,DAISIES  HONEYCOMB GARLAND 
427,21205,677.1900000000002,253,71,6.396551724137931,MULTICOLOUR 3D BALLS GARLAND
428,21206,1610.9199999999983,1290,111,4.133333333333334,STRAWBERRY HONEYCOMB  GARLAND 
429,21207,1686.5000000000002,1068,134,3.6930693069306932,SKULL AND CROSSBONES  GARLAND 
430,21208,697.7699999999988,940,84,5.253521126760563,PASTEL COLOUR HONEYCOMB FAN
431,21209,886.2399999999991,1224,89,4.670886075949367,MULTICOLOUR HONEYCOMB FAN
432,21210,8374.18999999996,5812,457,1.7932692307692308,SET OF 72 RETROSPOT PAPER  DOILIES
433,21211,1271.5200000000004,884,105,4.376470588235295,SET OF 72 SKULL PAPER  DOILIES
434,21212,21259.10000000019,36419,1370,1.2516778523489933,PACK OF 72 RETROSPOT CAKE CASES
435,21213,8418.439999999986,15176,677,1.3970037453183521,PACK OF 72 SKULL CAKE CASES
436,21215,745.4500000000003,1089,128,3.5428571428571427,IVORY PAPER CUP CAKE CASES 
437,21216,11407.560000000014,2133,439,1.7511737089201878,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
438,21217,11532.390000000012,1089,345,1.8934010152284264,RED RETROSPOT ROUND CAKE TINS
439,21218,10116.490000000014,2433,398,1.903061224489796,RED SPOTTY BISCUIT TIN
440,21219,561.8399999999999,448,90,5.3,SET/4 BADGES BALLOON GIRL
441,21220,457.50999999999976,348,90,5.328571428571428,SET/4 BADGES DOGS
442,21221,340.21999999999986,261,54,7.770833333333333,SET/4 BADGES CUTE CREATURES
443,21222,353.1899999999997,269,76,6.237288135593221,SET/4 BADGES BEETLES
444,21224,1080.0000000000011,914,167,3.0661157024793386,SET/4 SKULL BADGES
445,21226,81.79999999999997,94,21,21.647058823529413,POCKET MIRROR WOODLAND
446,21228,6.25,5,2,152.0,"POCKET MIRROR ""GLAMOROUS"""
447,21231,7628.5300000000025,6063,514,1.528688524590164,SWEETHEART CERAMIC TRINKET BOX
448,21232,16263.79999999995,11854,842,1.3713235294117647,STRAWBERRY CERAMIC TRINKET BOX
449,21238,3488.440000000012,3969,391,1.7268518518518519,RED RETROSPOT CUP
450,21239,2709.0400000000036,3018,311,1.927461139896373,PINK  POLKADOT CUP
451,21240,3112.810000000008,3573,329,1.8507462686567164,BLUE POLKADOT CUP
452,21242,5704.780000000003,3376,307,1.9840425531914894,RED RETROSPOT PLATE 
453,21243,3827.159999999997,2285,211,2.52027027027027,PINK  POLKADOT PLATE 
454,21244,3789.3199999999993,2282,197,2.645390070921986,BLUE POLKADOT PLATE 
455,21245,1792.2699999999998,1078,131,3.656862745098039,GREEN POLKADOT PLATE 
456,21246,1336.7800000000016,286,96,4.6923076923076925,RED RETROSPOT BIG BOWL
457,21248,330.7199999999999,205,66,6.350877192982456,DOOR HANGER  MUM + DADS ROOM
458,21249,2160.0000000000014,724,119,3.7676767676767677,WOODLAND  HEIGHT CHART STICKERS 
459,21250,274.37000000000006,95,20,19.526315789473685,SET OF SKULL WALL STICKERS
460,21251,568.9799999999998,182,46,8.975609756097562,DINOSAUR HEIGHT CHART STICKER SET
461,21253,593.3700000000001,135,63,6.814814814814815,SET OF PICTURE FRAME  STICKERS
462,21257,6909.369999999985,689,263,2.4064516129032256,VICTORIAN SEWING BOX MEDIUM
463,21258,7674.800000000001,532,163,4.8441558441558445,VICTORIAN SEWING BOX LARGE
464,21259,7106.949999999982,1184,287,2.1686046511627906,VICTORIAN SEWING BOX SMALL 
465,21260,3722.230000000002,1161,168,2.984,FIRST AID TIN
466,21261,672.0900000000003,187,45,9.763157894736842,GREEN GOOSE FEATHER CHRISTMAS TREE 
467,21262,1242.0600000000015,335,80,5.920634920634921,WHITE GOOSE FEATHER CHRISTMAS TREE 
468,21263,356.96999999999974,171,45,10.6,GREEN GOOSE FEATHER TREE 60CM
469,21264,575.5499999999996,285,49,9.125,WHITE GOOSE FEATHER TREE 60CM 
470,21265,267.21000000000004,131,19,19.36842105263158,PINK GOOSE FEATHER TREE 60CM
471,21268,0.84,2,1,372.0,VINTAGE BLUE TINSEL REEL
472,21269,254.98000000000002,29,19,20.38888888888889,ANTIQUE CREAM CUTLERY SHELF 
473,21270,530.1899999999999,50,36,11.7,ANTIQUE CREAM CUTLERY CUPBOARD
474,21272,783.82,553,109,4.548780487804878,SALLE DE BAIN HOOK
475,21275,270.0799999999999,13,12,33.27272727272727,ZINC TOP  2 DOOR WOODEN SHELF 
476,21277,571.43,26,22,17.571428571428573,FRENCH STYLE EMBOSSED HEART CABINET
477,21278,109.64999999999999,43,9,48.142857142857146,VINTAGE KITCHEN PRINT PUDDINGS
478,21279,266.1500000000001,85,29,14.92,VINTAGE KITCHEN PRINT FRUITS
479,21280,165.75,65,12,27.75,VINTAGE KITCHEN PRINT VEGETABLES
480,21281,129.63,43,14,31.083333333333332,VINTAGE KITCHEN PRINT SEAFOOD
481,21284,376.18,404,43,10.735294117647058,RETROSPOT CANDLE  SMALL
482,21285,413.88,365,43,11.806451612903226,RETROSPOT CANDLE  MEDIUM
483,21286,362.11999999999983,273,30,15.458333333333334,RETROSPOT CANDLE  LARGE
484,21287,760.149999999999,1790,55,8.431818181818182,SCENTED VELVET LOUNGE CANDLE 
485,21288,1070.2599999999998,358,112,4.191011235955056,STRIPEY CHOCOLATE NESTING BOXES
486,21289,708.75,567,49,8.0,LARGE STRIPES CHOCOLATE GIFT BAG
487,21291,819.6400000000003,943,52,8.363636363636363,SMALL POLKADOT CHOCOLATE GIFT BAG 
488,21292,594.5100000000003,867,28,14.92,SMALL STRIPES CHOCOLATE GIFT BAG 
489,21293,276.72,116,25,15.041666666666666,MIRRORED DOVE WALL DECORATION
490,21294,825.4900000000001,1618,73,5.765625,ETCHED GLASS COASTER
491,21306,193.03,495,45,9.0,SET/4 DAISY MIRROR MAGNETS
492,21307,39.199999999999996,79,13,30.75,SET/4 BUTTERFLY MIRROR MAGNETS
493,21310,29.95,1,1,199.0,CAPIZ CHANDELIER
494,21311,188.87,485,55,8.2,SET/4 BIRD MIRROR MAGNETS 
495,21313,2906.5200000000013,3336,216,2.5547945205479454,GLASS HEART T-LIGHT HOLDER 
496,21314,9811.579999999996,4252,545,1.5606694560669456,SMALL GLASS HEART TRINKET POT
497,21316,217.68000000000004,160,16,30.583333333333332,SMALL CHUNKY GLASS ROMAN  BOWL
498,21317,689.5299999999997,112,36,11.774193548387096,GLASS SPHERE CANDLE STAND MEDIUM
499,21318,425.08000000000015,696,51,10.705882352941176,GLASS CHALICE BLUE SMALL 
500,21319,175.78,161,19,21.647058823529413,GLASS CHALICE GREEN  SMALL 
501,21320,364.22,197,20,21.533333333333335,GLASS CHALICE GREEN  LARGE 
502,21324,259.6700000000001,81,28,14.346153846153847,HANGING MEDINA LANTERN SMALL
503,21326,6890.47000000002,10583,350,1.932642487046632,AGED GLASS SILVER T-LIGHT HOLDER
504,21327,1484.1300000000008,864,256,2.3167701863354035,SKULLS WRITING SET 
505,21328,2418.6799999999994,1342,353,2.0722222222222224,BALLOONS  WRITING SET 
506,21329,1728.6399999999992,944,291,2.302469135802469,DINOSAURS  WRITING SET 
507,21331,165.74,12,8,45.125,MOROCCAN BEATEN METAL DISH LARGE
508,21332,268.1000000000001,19,13,25.692307692307693,MOROCCAN BEATEN METAL MIRROR
509,21333,168.16000000000003,56,16,24.866666666666667,CLASSIC WHITE FRAME
510,21336,54.57000000000001,27,10,36.8,GOLD WASHBAG
511,21340,11338.270000000006,978,294,2.1193181818181817,CLASSIC METAL BIRDCAGE PLANT HOLDER
512,21344,160.09,15,6,52.833333333333336,MOROCCAN BEATEN METAL DISH
513,21348,361.55999999999995,140,6,71.6,PINK SPOTS CHOCOLATE NESTING BOXES 
514,21349,155.6,18,11,41.44444444444444,IVY HEART WREATH
515,21351,672.8799999999999,104,36,13.321428571428571,CINAMMON & ORANGE WREATH
516,21352,1511.2600000000004,378,77,7.173076923076923,EUCALYPTUS & PINECONE  WREATH
517,21354,1010.2100000000003,801,97,4.973333333333334,TOAST ITS - BEST MUM
518,21355,998.8300000000002,794,127,5.723076923076923,TOAST ITS - I LOVE YOU 
519,21356,704.55,643,153,3.518867924528302,TOAST ITS - FAIRY FLOWER
520,21357,23.75,19,11,46.5,TOAST ITS - DINOSAUR
521,21358,494.53999999999974,412,109,4.238636363636363,TOAST ITS - HAPPY BIRTHDAY
522,21359,860.2300000000002,130,30,16.0,RELAX LARGE WOOD LETTERS
523,21360,236.17000000000004,39,16,24.8,JOY LARGE WOOD LETTERS
524,21361,1505.9600000000003,106,69,7.0,LOVE LARGE WOOD LETTERS 
525,21363,1413.8400000000017,245,130,4.238636363636363,HOME SMALL WOOD LETTERS
526,21364,222.96,30,24,19.57894736842105,PEACE SMALL WOOD LETTERS
527,21365,447.0900000000001,363,54,7.9361702127659575,MIRRORED WALL ART STARS
528,21366,470.1700000000002,89,47,9.81578947368421,MIRRORED WALL ART PHOTO FRAMES
529,21367,199.49,171,43,10.36111111111111,MIRRORED WALL ART GENTS
530,21368,144.03,164,34,11.275862068965518,MIRRORED WALL ART LADIES
531,21369,161.49,101,16,24.866666666666667,MIRRORED WALL ART SPLODGES
532,21370,100.66000000000001,16,9,46.625,MIRRORED WALL ART FOXY
533,21371,319.71,287,38,9.428571428571429,MIRRORED WALL ART POPPIES
534,21372,107.75,75,33,12.433333333333334,MIRRORED WALL ART TABLE LAMP
535,21373,389.03999999999996,512,47,4.743589743589744,MIRRORED WALL ART SNOWFLAKES
536,21374,463.79,304,46,9.325,MIRRORED WALL ART SKULLS
537,21375,315.27,43,29,14.153846153846153,LARGE CAMPHOR WOOD FIELD MUSHROOM 
538,21376,197.81,37,19,21.529411764705884,LARGE  TALL CAMPHOR WOOD TOADSTOOL 
539,21377,215.68000000000012,121,41,9.275,SMALL CAMPHOR WOOD FIELD  MUSHROOM
540,21378,217.88999999999996,142,34,10.969696969696969,SMALL TALL CAMPHOR WOOD TOADSTOOL
541,21379,254.33000000000007,184,51,8.065217391304348,CAMPHOR WOOD PORTOBELLO MUSHROOM
542,21380,6316.359999999983,2168,293,2.083798882681564,WOODEN HAPPY BIRTHDAY GARLAND
543,21381,3138.0000000000077,1815,230,2.2275449101796405,MINI WOODEN HAPPY BIRTHDAY GARLAND
544,21382,1389.0799999999995,1148,131,3.882978723404255,SET/4 SPRING FLOWER DECORATION
545,21383,755.8299999999998,998,175,3.2920353982300883,PACK OF 12 STICKY BUNNIES
546,21385,3447.5500000000075,3889,330,1.9840425531914894,IVORY HANGING DECORATION  HEART
547,21386,290.2,733,56,7.977777777777778,IVORY HANGING DECORATION  EGG
548,21389,966.7800000000002,1116,136,3.873684210526316,IVORY HANGING DECORATION  BIRD
549,21390,4851.880000000002,3906,221,2.676258992805755,FILIGRIS HEART WITH BUTTERFLY
550,21391,1064.4399999999998,1079,112,4.6,FRENCH LAVENDER SCENT HEART
551,21392,46.39000000000001,34,8,53.142857142857146,RED POLKADOT PUDDING BOWL
552,21393,38.67,29,8,53.142857142857146,BLUE POLKADOT PUDDING BOWL
553,21394,1603.7700000000002,3865,131,3.774193548387097,RED POLKADOT BEAKER 
554,21395,1141.4,2844,91,3.9,BLUE POLKADOT BEAKER 
555,21397,550.4300000000001,1075,65,9.2,BLUE POLKADOT EGG CUP 
556,21398,729.6000000000003,1532,63,8.880952380952381,RED POLKADOT COFFEE  MUG
557,21399,874.2900000000004,2066,72,7.44,BLUE POLKADOT COFFEE MUG
558,21400,128.63,881,72,5.682539682539683,RED PUDDING SPOON
559,21401,151.18999999999997,1052,83,5.507462686567164,BLUE PUDDING SPOON
560,21402,185.5199999999999,1369,92,4.407407407407407,RED  EGG  SPOON
561,21403,322.1799999999999,1857,106,4.181818181818182,BLUE EGG  SPOON
562,21407,1421.1099999999997,290,138,3.4537037037037037,BROWN CHECK CAT DOORSTOP 
563,21408,1295.2099999999996,289,120,4.337209302325581,SPOTTY PINK DUCK DOORSTOP
564,21410,8.47,1,1,367.0,COUNTRY COTTAGE  DOORSTOP GREEN
565,21411,2982.029999999996,793,246,2.486666666666667,GINGHAM HEART  DOORSTOP RED
566,21413,75.02,48,17,24.6,PERIWINKLE T-LIGHT HOLDER
567,21414,2.1,1,1,290.0,SCALLOP SHELL SOAP DISH
568,21415,454.41999999999996,223,48,8.08695652173913,CLAM SHELL SMALL 
569,21416,18.75,5,4,93.0,CLAM SHELL LARGE
570,21417,629.8,340,68,6.305084745762712,COCKLE SHELL DISH
571,21418,189.75,74,26,14.56,STARFISH SOAP DISH
572,21420,123.66,54,21,20.22222222222222,OYSTER TRINKET BOX
573,21421,348.43,299,14,26.571428571428573,PORCELAIN ROSE LARGE 
574,21422,1295.0000000000005,1607,63,7.018867924528302,PORCELAIN ROSE SMALL
575,21424,1401.0200000000011,346,70,6.375,WOODLAND STORAGE BOX LARGE 
576,21425,320.48999999999995,87,30,12.785714285714286,SKULLS STORAGE BOX LARGE
577,21426,624.5800000000003,256,47,8.454545454545455,WOODLAND STORAGE BOX SMALL
578,21427,256.44,96,41,10.08108108108108,SKULLS STORAGE BOX SMALL
579,21428,5167.8799999999965,1208,263,2.2409638554216866,SET3 BOOK BOX GREEN GINGHAM FLOWER 
580,21429,3398.9499999999994,1744,293,2.8692307692307693,RED GINGHAM ROSE JEWELLERY BOX
581,21430,11928.449999999992,3040,482,1.690909090909091,SET/3 RED GINGHAM ROSE STORAGE BOX
582,21439,1767.1500000000008,1430,131,3.73,BASKET OF TOADSTOOLS
583,21441,292.02999999999986,421,62,6.907407407407407,BLUE BIRDHOUSE DECORATION
584,21442,310.48999999999984,440,60,7.176470588235294,GREEN BIRDHOUSE DECORATION
585,21445,267.5,214,21,19.42105263157895,12 PINK ROSE PEG PLACE SETTINGS
586,21446,640.92,457,116,4.416666666666667,12 RED ROSE PEG PLACE SETTINGS
587,21447,1478.1000000000004,969,149,3.518867924528302,12 IVORY ROSE PEG PLACE SETTINGS
588,21448,600.8699999999998,349,84,5.651515151515151,12 DAISY PEGS IN WOOD BOX
589,21452,2549.1099999999988,817,186,2.8257575757575757,TOADSTOOL MONEY BOX
590,21454,486.0099999999998,573,140,3.9565217391304346,PAINTED PINK RABBIT 
591,21455,516.7900000000001,612,120,4.2,PAINTED YELLOW WOODEN DAISY
592,21456,222.22000000000003,171,25,16.842105263157894,2 PICTURE BOOK EGGS EASTER CHICKS
593,21457,165.89,124,25,14.545454545454545,2 PICTURE BOOK EGGS EASTER DUCKS
594,21458,256.54,182,36,11.642857142857142,2 PICTURE BOOK EGGS EASTER BUNNY
595,21459,150.38,76,19,18.27777777777778,YELLOW EASTER EGG HUNT START POST
596,21460,56.78,28,11,29.90909090909091,GREEN EASTER EGG HUNT START POST
597,21461,25.809999999999995,11,7,65.4,BLUE EASTER EGG HUNT START POST
